SEQNAME	SOURCE	FEATURE	START	END	SCORE	STRAND	FRAME	ATTRIBUTE
V01555.2	genbank	3UTR	153698	153698	.	-	.	gene_id "BALF5"; transcript_id "BALF5_lytic"; used (stop+1)
V01555.2	genbank	stop_codon	153699	153701	.	-	1	gene_id "BALF5"; transcript_id "BALF5_lytic";
V01555.2	genbank	CDS	153702	156746	.	-	1	gene_id "BALF5"; transcript_id "BALF5_lytic";
V01555.2	genbank	start_codon	156744	156746	.	-	1	gene_id "BALF5"; transcript_id "BALF5_lytic";
V01555.2	genbank	5UTR	156747	156747	.	-	.	gene_id "BALF5"; transcript_id "BALF5_lytic"; used (ATG-1)
V01555.2	genbank	exon	152160	153100	.	-	.	gene_id "BILF1"; transcript_id "BILF1_lytic";
V01555.2	genbank	3UTR	152160	152160	.	-	.	gene_id "BILF1"; transcript_id "BILF1_lytic"; # (stop+1)
V01555.2	genbank	stop_codon	152161	152163	.	-	2	gene_id "BILF1"; transcript_id "BILF1_lytic";
V01555.2	genbank	CDS	152164	153099	.	-	2	gene_id "BILF1"; transcript_id "BILF1_lytic";
V01555.2	genbank	start_codon	153097	153099	.	-	2	gene_id "BILF1"; transcript_id "BILF1_lytic";
V01555.2	genbank	5UTR	153100	153100	.	-	.	gene_id "BILF1"; transcript_id "BILF1_lytic"; # used (ATG-1)
V01555.2	genbank	exon	149753	150546	.	-	.	gene_id "BILF2"; transcript_id "BILF2_lytic";
V01555.2	genbank	3UTR	149753	149778	.	-	.	gene_id "BILF2"; transcript_id "BILF2_lytic"; # predicted polyA at (149758)
V01555.2	genbank	stop_codon	149779	149781	.	-	2	gene_id "BILF2"; transcript_id "BILF2_lytic";
V01555.2	genbank	CDS	149782	150525	.	-	2	gene_id "BILF2"; transcript_id "BILF2_lytic";
V01555.2	genbank	start_codon	150523	150525	.	-	2	gene_id "BILF2"; transcript_id "BILF2_lytic";
V01555.2	genbank	5UTR	150526	150546	.	-	.	gene_id "BILF2"; transcript_id "BILF2_lytic"; # predicted TATA at (150571)
V01555.2	genbank	exon	146921	147917	.	-	.	gene_id "BVLF1"; transcript_id "BVLF1_lytic";
V01555.2	genbank	3UTR	146921	147097	.	-	.	gene_id "BVLF1"; transcript_id "BVLF1_lytic"; # predicted polyA at (146926)
V01555.2	genbank	stop_codon	147098	147100	.	-	0	gene_id "BVLF1"; transcript_id "BVLF1_lytic";
V01555.2	genbank	CDS	147101	147916	.	-	0	gene_id "BVLF1"; transcript_id "BVLF1_lytic";
V01555.2	genbank	start_codon	147914	147916	.	-	0	gene_id "BVLF1"; transcript_id "BVLF1_lytic";
V01555.2	genbank	5UTR	147917	147917	.	-	.	gene_id "BVLF1"; transcript_id "BVLF1_lytic"; # used (ATG-1)
V01555.2	genbank	exon	141281	145110	.	-	.	gene_id "BXLF1"; transcript_id "BXLF1_lytic";
V01555.2	genbank	3UTR	141281	143037	.	-	.	gene_id "BXLF1"; transcript_id "BXLF1_lytic"; # predicted polyA at (141286)
V01555.2	genbank	stop_codon	143038	143040	.	-	2	gene_id "BXLF1"; transcript_id "BXLF1_lytic";
V01555.2	genbank	CDS	143041	144861	.	-	2	gene_id "BXLF1"; transcript_id "BXLF1_lytic";
V01555.2	genbank	start_codon	144859	144861	.	-	2	gene_id "BXLF1"; transcript_id "BXLF1_lytic";
V01555.2	genbank	5UTR	144862	145110	.	-	.	gene_id "BXLF1"; transcript_id "BXLF1_lytic"; # predicted TATA at (145135)
V01555.2	genbank	exon	140897	143037	.	-	.	gene_id "BXLF2"; transcript_id "BXLF2_lytic";
V01555.2	genbank	3UTR	140897	140915	.	-	.	gene_id "BXLF2"; transcript_id "BXLF2_lytic"; # predicted polyA at (140902)
V01555.2	genbank	stop_codon	140916	140918	.	-	1	gene_id "BXLF2"; transcript_id "BXLF2_lytic";
V01555.2	genbank	CDS	140919	143036	.	-	1	gene_id "BXLF2"; transcript_id "BXLF2_lytic";
V01555.2	genbank	start_codon	143034	143036	.	-	1	gene_id "BXLF2"; transcript_id "BXLF2_lytic";
V01555.2	genbank	5UTR	143037	143037	.	-	.	gene_id "BXLF2"; transcript_id "BXLF2_lytic"; # used (ATG-1)
V01555.2	genbank	exon	133307	137685	.	-	.	gene_id "BcLF1"; transcript_id "BcLF1_lytic";
V01555.2	genbank	3UTR	133307	133320	.	-	.	gene_id "BcLF1"; transcript_id "BcLF1_lytic"; # predicted polyA at (133312)
V01555.2	genbank	stop_codon	133321	133323	.	-	2	gene_id "BcLF1"; transcript_id "BcLF1_lytic";
V01555.2	genbank	CDS	133324	137466	.	-	2	gene_id "BcLF1"; transcript_id "BcLF1_lytic";
V01555.2	genbank	start_codon	137464	137466	.	-	2	gene_id "BcLF1"; transcript_id "BcLF1_lytic";
V01555.2	genbank	5UTR	137467	137685	.	-	.	gene_id "BcLF1"; transcript_id "BcLF1_lytic"; # predicted TATA at (137710)
V01555.2	genbank	exon	130354	133327	.	-	.	gene_id "BDLF1"; transcript_id "BDLF1_lytic";
V01555.2	genbank	3UTR	130354	132399	.	-	.	gene_id "BDLF1"; transcript_id "BDLF1_lytic"; # predicted polyA at (130359)
V01555.2	genbank	stop_codon	132400	132402	.	-	2	gene_id "BDLF1"; transcript_id "BDLF1_lytic";
V01555.2	genbank	CDS	132403	133305	.	-	2	gene_id "BDLF1"; transcript_id "BDLF1_lytic";
V01555.2	genbank	start_codon	133303	133305	.	-	2	gene_id "BDLF1"; transcript_id "BDLF1_lytic";
V01555.2	genbank	5UTR	133306	133327	.	-	.	gene_id "BDLF1"; transcript_id "BDLF1_lytic"; # predicted TATA at (133352)
V01555.2	genbank	exon	130354	132451	.	-	.	gene_id "BDLF2"; transcript_id "BDLF2_lytic";
V01555.2	genbank	3UTR	130354	131126	.	-	.	gene_id "BDLF2"; transcript_id "BDLF2_lytic"; # predicted polyA at (130359)
V01555.2	genbank	stop_codon	131127	131129	.	-	1	gene_id "BDLF2"; transcript_id "BDLF2_lytic";
V01555.2	genbank	CDS	131130	132389	.	-	1	gene_id "BDLF2"; transcript_id "BDLF2_lytic";
V01555.2	genbank	start_codon	132387	132389	.	-	1	gene_id "BDLF2"; transcript_id "BDLF2_lytic";
V01555.2	genbank	5UTR	132390	132451	.	-	.	gene_id "BDLF2"; transcript_id "BDLF2_lytic"; # predicted TATA at (132476)
V01555.2	genbank	exon	130354	131079	.	-	.	gene_id "BDLF3"; transcript_id "BDLF3_lytic";
V01555.2	genbank	3UTR	130354	130361	.	-	.	gene_id "BDLF3"; transcript_id "BDLF3_lytic"; # predicted polyA at (130359)
V01555.2	genbank	stop_codon	130362	130364	.	-	1	gene_id "BDLF3"; transcript_id "BDLF3_lytic";
V01555.2	genbank	CDS	130365	131066	.	-	1	gene_id "BDLF3"; transcript_id "BDLF3_lytic";
V01555.2	genbank	start_codon	131064	131066	.	-	1	gene_id "BDLF3"; transcript_id "BDLF3_lytic";
V01555.2	genbank	5UTR	131067	131079	.	-	.	gene_id "BDLF3"; transcript_id "BDLF3_lytic"; # predicted TATA at (131104)
V01555.2	genbank	exon	125479	129234	.	-	.	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic";
V01555.2	genbank	3UTR	125479	128999	.	-	.	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic"; # predicted polyA at (125484)
V01555.2	genbank	stop_codon	129000	129002	.	-	1	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic";
V01555.2	genbank	CDS	129003	129233	.	-	1	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic";
V01555.2	genbank	start_codon	129231	129233	.	-	1	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic";
V01555.2	genbank	5UTR	129234	129234	.	-	.	gene_id "BDLF3.5"; transcript_id "BDLF3.5_lytic"; # used (ATG-1)
V01555.2	genbank	exon	125479	129029	.	-	.	gene_id "BDLF4"; transcript_id "BDLF4_lytic";
V01555.2	genbank	3UTR	125479	128343	.	-	.	gene_id "BDLF4"; transcript_id "BDLF4_lytic"; # predicted polyA at (125484)
V01555.2	genbank	stop_codon	128344	128346	.	-	2	gene_id "BDLF4"; transcript_id "BDLF4_lytic";
V01555.2	genbank	CDS	128347	129021	.	-	2	gene_id "BDLF4"; transcript_id "BDLF4_lytic";
V01555.2	genbank	start_codon	129019	129021	.	-	2	gene_id "BDLF4"; transcript_id "BDLF4_lytic";
V01555.2	genbank	5UTR	129022	129029	.	-	.	gene_id "BDLF4"; transcript_id "BDLF4_lytic"; # predicted TATA at (129054)
V01555.2	genbank	exon	125479	128407	.	-	.	gene_id "BGLF1"; transcript_id "BGLF1_lytic";
V01555.2	genbank	3UTR	125479	126850	.	-	.	gene_id "BGLF1"; transcript_id "BGLF1_lytic"; # predicted polyA at (125484)
V01555.2	genbank	stop_codon	126851	126853	.	-	0	gene_id "BGLF1"; transcript_id "BGLF1_lytic";
V01555.2	genbank	CDS	126854	128374	.	-	0	gene_id "BGLF1"; transcript_id "BGLF1_lytic";
V01555.2	genbank	start_codon	128372	128374	.	-	0	gene_id "BGLF1"; transcript_id "BGLF1_lytic";
V01555.2	genbank	5UTR	128375	128407	.	-	.	gene_id "BGLF1"; transcript_id "BGLF1_lytic"; # predicted TATA at (128432)
V01555.2	genbank	exon	125479	127212	.	-	.	gene_id "late-1.8kb"; transcript_id "late-1.8kb_lytic2"; # predicted TATA at (127237)
V01555.2	genbank	exon	125479	126904	.	-	.	gene_id "BGLF2"; transcript_id "BGLF2_lytic";
V01555.2	genbank	3UTR	125479	125862	.	-	.	gene_id "BGLF2"; transcript_id "BGLF2_lytic"; # predicted polyA at (125484)
V01555.2	genbank	stop_codon	125863	125865	.	-	2	gene_id "BGLF2"; transcript_id "BGLF2_lytic";
V01555.2	genbank	CDS	125866	126873	.	-	2	gene_id "BGLF2"; transcript_id "BGLF2_lytic";
V01555.2	genbank	start_codon	126871	126873	.	-	2	gene_id "BGLF2"; transcript_id "BGLF2_lytic";
V01555.2	genbank	5UTR	126874	126904	.	-	.	gene_id "BGLF2"; transcript_id "BGLF2_lytic"; # predicted TATA at (126929)
V01555.2	genbank	exon	120759	125088	.	-	.	gene_id "BGLF3"; transcript_id "BGLF3_lytic";
V01555.2	genbank	3UTR	120759	123940	.	-	.	gene_id "BGLF3"; transcript_id "BGLF3_lytic"; # predicted polyA at (120764)
V01555.2	genbank	stop_codon	123941	123943	.	-	0	gene_id "BGLF3"; transcript_id "BGLF3_lytic";
V01555.2	genbank	CDS	123944	124939	.	-	0	gene_id "BGLF3"; transcript_id "BGLF3_lytic";
V01555.2	genbank	start_codon	124937	124939	.	-	0	gene_id "BGLF3"; transcript_id "BGLF3_lytic";
V01555.2	genbank	5UTR	124940	125088	.	-	.	gene_id "BGLF3"; transcript_id "BGLF3_lytic"; # predicted TATA at (125113)
V01555.2	genbank	exon	120759	124092	.	-	.	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic";
V01555.2	genbank	3UTR	120759	123492	.	-	.	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic"; # predicted polyA at (120764)
V01555.2	genbank	stop_codon	123493	123495	.	-	2	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic";
V01555.2	genbank	CDS	123496	123954	.	-	2	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic";
V01555.2	genbank	start_codon	123952	123954	.	-	2	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic";
V01555.2	genbank	5UTR	123955	124092	.	-	.	gene_id "BGLF3.5"; transcript_id "BGLF3.5_lytic"; # predicted TATA at (124117)
V01555.2	genbank	exon	120759	123615	.	-	.	gene_id "BGLF4"; transcript_id "BGLF4_lytic";
V01555.2	genbank	3UTR	120759	122324	.	-	.	gene_id "BGLF4"; transcript_id "BGLF4_lytic"; # predicted polyA at (120764)
V01555.2	genbank	stop_codon	122325	122327	.	-	1	gene_id "BGLF4"; transcript_id "BGLF4_lytic";
V01555.2	genbank	CDS	122328	123614	.	-	1	gene_id "BGLF4"; transcript_id "BGLF4_lytic";
V01555.2	genbank	start_codon	123612	123614	.	-	1	gene_id "BGLF4"; transcript_id "BGLF4_lytic";
V01555.2	genbank	5UTR	123615	123615	.	-	.	gene_id "BGLF4"; transcript_id "BGLF4_lytic"; # used (ATG-1)
V01555.2	genbank	exon	120759	122342	.	-	.	gene_id "BGLF5"; transcript_id "BGLF5_lytic";
V01555.2	genbank	3UTR	120759	120928	.	-	.	gene_id "BGLF5"; transcript_id "BGLF5_lytic"; # predicted polyA at (120764)
V01555.2	genbank	stop_codon	120929	120931	.	-	0	gene_id "BGLF5"; transcript_id "BGLF5_lytic";
V01555.2	genbank	CDS	120932	122341	.	-	0	gene_id "BGLF5"; transcript_id "BGLF5_lytic";
V01555.2	genbank	start_codon	122339	122341	.	-	0	gene_id "BGLF5"; transcript_id "BGLF5_lytic";
V01555.2	genbank	5UTR	122342	122342	.	-	.	gene_id "BGLF5"; transcript_id "BGLF5_lytic"; # used (ATG-1)
V01555.2	genbank	exon	120746	121306	.	-	.	gene_id "BBLF1"; transcript_id "BBLF1_lytic";
V01555.2	genbank	3UTR	120746	120746	.	-	.	gene_id "BBLF1"; transcript_id "BBLF1_lytic"; # used (stop+1)
V01555.2	genbank	stop_codon	120747	120749	.	-	1	gene_id "BBLF1"; transcript_id "BBLF1_lytic";
V01555.2	genbank	CDS	120750	120974	.	-	1	gene_id "BBLF1"; transcript_id "BBLF1_lytic";
V01555.2	genbank	start_codon	120972	120974	.	-	1	gene_id "BBLF1"; transcript_id "BBLF1_lytic";
V01555.2	genbank	5UTR	120975	121306	.	-	.	gene_id "BBLF1"; transcript_id "BBLF1_lytic"; # predicted TATA at (121331)
V01555.2	genbank	exon	111825	114260	.	-	.	gene_id "BBLF4"; transcript_id "BBLF4_lytic";
V01555.2	genbank	3UTR	111825	111829	.	-	.	gene_id "BBLF4"; transcript_id "BBLF4_lytic"; # predicted polyA at (111830)
V01555.2	genbank	stop_codon	111830	111832	.	-	0	gene_id "BBLF4"; transcript_id "BBLF4_lytic";
V01555.2	genbank	CDS	111833	114259	.	-	0	gene_id "BBLF4"; transcript_id "BBLF4_lytic";
V01555.2	genbank	start_codon	114257	114259	.	-	0	gene_id "BBLF4"; transcript_id "BBLF4_lytic";
V01555.2	genbank	5UTR	114260	114260	.	-	.	gene_id "BBLF4"; transcript_id "BBLF4_lytic"; # used (ATG-1)
V01555.2	genbank	exon	99632	102131	.	-	.	gene_id "BZLF2"; transcript_id "BZLF2_lytic";
V01555.2	genbank	3UTR	99632	101444	.	-	.	gene_id "BZLF2"; transcript_id "BZLF2_lytic"; # mRNA known to be 2.5kb in size
V01555.2	genbank	stop_codon	101445	101447	.	-	1	gene_id "BZLF2"; transcript_id "BZLF2_lytic";
V01555.2	genbank	CDS	101448	102116	.	-	1	gene_id "BZLF2"; transcript_id "BZLF2_lytic";
V01555.2	genbank	start_codon	102114	102116	.	-	1	gene_id "BZLF2"; transcript_id "BZLF2_lytic";
V01555.2	genbank	5UTR	102117	102131	.	-	.	gene_id "BZLF2"; transcript_id "BZLF2_lytic"; # predicted TATA at (102156)
V01555.2	genbank	exon	89396	92172	.	-	.	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic";
V01555.2	genbank	3UTR	89396	89429	.	-	.	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic"; # known polyA site
V01555.2	genbank	stop_codon	89430	89432	.	-	1	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic";
V01555.2	genbank	CDS	89433	92153	.	-	1	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic";
V01555.2	genbank	start_codon	92151	92153	.	-	1	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic";
V01555.2	genbank	5UTR	92154	92172	.	-	.	gene_id "BLLF1-gp350"; transcript_id "BLLF1-gp350_lytic"; # known TSS
V01555.2	genbank	exon	89396	90026	.	-	.	gene_id "BLLF2"; transcript_id "BLLF2_lytic";
V01555.2	genbank	3UTR	89396	89566	.	-	.	gene_id "BLLF2"; transcript_id "BLLF2_lytic"; # known polyA site
V01555.2	genbank	stop_codon	89567	89569	.	-	0	gene_id "BLLF2"; transcript_id "BLLF2_lytic";
V01555.2	genbank	CDS	89570	90013	.	-	0	gene_id "BLLF2"; transcript_id "BLLF2_lytic";
V01555.2	genbank	start_codon	90011	90013	.	-	0	gene_id "BLLF2"; transcript_id "BLLF2_lytic";
V01555.2	genbank	5UTR	90014	90026	.	-	.	gene_id "BLLF2"; transcript_id "BLLF2_lytic"; # predicted TATA at (90051)
V01555.2	genbank	exon	87608	88489	.	-	.	gene_id "BLLF3"; transcript_id "BLLF3_lytic";
V01555.2	genbank	3UTR	87608	87637	.	-	.	gene_id "BLLF3"; transcript_id "BLLF3_lytic"; # predicted polyA at (87613)
V01555.2	genbank	stop_codon	87638	87640	.	-	0	gene_id "BLLF3"; transcript_id "BLLF3_lytic";
V01555.2	genbank	CDS	87641	88474	.	-	0	gene_id "BLLF3"; transcript_id "BLLF3_lytic";
V01555.2	genbank	start_codon	88472	88474	.	-	0	gene_id "BLLF3"; transcript_id "BLLF3_lytic";
V01555.2	genbank	5UTR	88475	88489	.	-	.	gene_id "BLLF3"; transcript_id "BLLF3_lytic"; # predicted TATA at (88514)
V01555.2	genbank	exon	82742	86882	.	-	.	gene_id "BSLF1"; transcript_id "BSLF1_lytic";
V01555.2	genbank	3UTR	82742	84256	.	-	.	gene_id "BSLF1"; transcript_id "BSLF1_lytic"; # predicted polyA at (82747)
V01555.2	genbank	stop_codon	84257	84259	.	-	0	gene_id "BSLF1"; transcript_id "BSLF1_lytic";
V01555.2	genbank	CDS	84260	86881	.	-	0	gene_id "BSLF1"; transcript_id "BSLF1_lytic";
V01555.2	genbank	start_codon	86879	86881	.	-	0	gene_id "BSLF1"; transcript_id "BSLF1_lytic";
V01555.2	genbank	5UTR	86882	86882	.	-	.	gene_id "BSLF1"; transcript_id "BSLF1_lytic"; # used (ATG-1)
V01555.2	genbank	exon	82742	84060	.	-	.	gene_id "BMLF1"; transcript_id "BMLF1_lytic";
V01555.2	genbank	3UTR	82742	82742	.	-	.	gene_id "BMLF1"; transcript_id "BMLF1_lytic"; # predicted polyA at (82747)
V01555.2	genbank	stop_codon	82743	82745	.	-	1	gene_id "BMLF1"; transcript_id "BMLF1_lytic";
V01555.2	genbank	CDS	82746	84059	.	-	1	gene_id "BMLF1"; transcript_id "BMLF1_lytic";
V01555.2	genbank	start_codon	84057	84059	.	-	1	gene_id "BMLF1"; transcript_id "BMLF1_lytic";
V01555.2	genbank	5UTR	84060	84060	.	-	.	gene_id "BMLF1"; transcript_id "BMLF1_lytic"; # used (ATG-1)
V01555.2	genbank	exon	71519	75297	.	-	.	gene_id "BOLF1"; transcript_id "BOLF1_lytic";
V01555.2	genbank	3UTR	71519	71519	.	-	.	gene_id "BOLF1"; transcript_id "BOLF1_lytic"; # used (stop+1)
V01555.2	genbank	stop_codon	71520	71522	.	-	1	gene_id "BOLF1"; transcript_id "BOLF1_lytic";
V01555.2	genbank	CDS	71523	75239	.	-	1	gene_id "BOLF1"; transcript_id "BOLF1_lytic";
V01555.2	genbank	start_codon	75237	75239	.	-	1	gene_id "BOLF1"; transcript_id "BOLF1_lytic";
V01555.2	genbank	5UTR	75240	75297	.	-	.	gene_id "BOLF1"; transcript_id "BOLF1_lytic"; # predicted TATA at (75322)
V01555.2	genbank	exon	62063	72167	.	-	.	gene_id "BPLF1"; transcript_id "BPLF1_lytic";
V01555.2	genbank	3UTR	62063	62077	.	-	.	gene_id "BPLF1"; transcript_id "BPLF1_lytic"; # predicted polyA at (62068)
V01555.2	genbank	stop_codon	62078	62080	.	-	0	gene_id "BPLF1"; transcript_id "BPLF1_lytic";
V01555.2	genbank	CDS	62081	71527	.	-	0	gene_id "BPLF1"; transcript_id "BPLF1_lytic";
V01555.2	genbank	start_codon	71525	71527	.	-	0	gene_id "BPLF1"; transcript_id "BPLF1_lytic";
V01555.2	genbank	5UTR	71528	72167	.	-	.	gene_id "BPLF1"; transcript_id "BPLF1_lytic"; # predicted TATA at (72192)
V01555.2	genbank	exon	55985	58543	.	-	.	gene_id "BFLF1"; transcript_id "BFLF1_lytic";
V01555.2	genbank	3UTR	55985	56947	.	-	.	gene_id "BFLF1"; transcript_id "BFLF1_lytic"; # predicted polyA at (55990)
V01555.2	genbank	stop_codon	56948	56950	.	-	0	gene_id "BFLF1"; transcript_id "BFLF1_lytic";
V01555.2	genbank	CDS	56951	58525	.	-	0	gene_id "BFLF1"; transcript_id "BFLF1_lytic";
V01555.2	genbank	start_codon	58523	58525	.	-	0	gene_id "BFLF1"; transcript_id "BFLF1_lytic";
V01555.2	genbank	5UTR	58526	58543	.	-	.	gene_id "BFLF1"; transcript_id "BFLF1_lytic"; # predicted TATA at (58568)
V01555.2	genbank	exon	55985	57056	.	-	.	gene_id "BFLF2"; transcript_id "BFLF2_lytic";
V01555.2	genbank	3UTR	55985	55978	.	-	.	gene_id "BFLF2"; transcript_id "BFLF2_lytic"; # predicted polyA at (55990)
V01555.2	genbank	stop_codon	55979	55981	.	-	0	gene_id "BFLF2"; transcript_id "BFLF2_lytic";
V01555.2	genbank	CDS	55982	56935	.	-	0	gene_id "BFLF2"; transcript_id "BFLF2_lytic";
V01555.2	genbank	start_codon	56933	56935	.	-	0	gene_id "BFLF2"; transcript_id "BFLF2_lytic";
V01555.2	genbank	5UTR	56936	57056	.	-	.	gene_id "BFLF2"; transcript_id "BFLF2_lytic"; # predicted TATA at (57081)
V01555.2	genbank	exon	50312	52792	.	-	.	gene_id "BHLF1"; transcript_id "BHLF1_lytic";
V01555.2	genbank	3UTR	50312	50574	.	-	.	gene_id "BHLF1"; transcript_id "BHLF1_lytic"; # predicted polyA at (50317)
V01555.2	genbank	stop_codon	50575	50577	.	-	2	gene_id "BHLF1"; transcript_id "BHLF1_lytic";
V01555.2	genbank	CDS	50578	52557	.	-	2	gene_id "BHLF1"; transcript_id "BHLF1_lytic";
V01555.2	genbank	start_codon	52555	52557	.	-	2	gene_id "BHLF1"; transcript_id "BHLF1_lytic";
V01555.2	genbank	5UTR	52558	52792	.	-	.	gene_id "BHLF1"; transcript_id "BHLF1_lytic"; # predicted TATA at (52817)
V01555.2	genbank	exon	169207	169517	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent"; # exon1
V01555.2	genbank	exon	169042	169128	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent"; # exon2
V01555.2	genbank	exon	166941	168965	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent"; # exon3
V01555.2	genbank	3UTR	166941	168159	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent"; # predicted polyA at (166946)
V01555.2	genbank	stop_codon	168160	168162	.	-	1	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	CDS	168163	168965	.	-	1	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	intron	168966	169041	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	CDS	169042	169128	.	-	0	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	intron	169129	169206	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	CDS	169207	169474	.	-	0	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	start_codon	169472	169474	.	-	0	gene_id "LMP1"; transcript_id "LMP1_latent";
V01555.2	genbank	5UTR	169475	169517	.	-	.	gene_id "LMP1"; transcript_id "LMP1_latent"; # known TSS at (169517)
V01555.2	genbank	exon	90653	92172	.	-	.	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic"; # exon1
V01555.2	genbank	exon	89396	90061	.	-	.	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic"; # exon2
V01555.2	genbank	3UTR	89396	89429	.	-	.	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic"; # known polyA site
V01555.2	genbank	stop_codon	89430	89432	.	-	1	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic";
V01555.2	genbank	CDS	89433	90061	.	-	1	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic";
V01555.2	genbank	intron	90062	90652	.	-	.	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic";
V01555.2	genbank	CDS	90653	92153	.	-	1	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic";
V01555.2	genbank	start_codon	92151	92153	.	-	1	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic";
V01555.2	genbank	5UTR	92154	92172	.	-	.	gene_id "BLLF1-gp220"; transcript_id "BLLF1-gp220_lytic"; # known TSS
V01555.2	genbank	exon	84228	84326	.	-	.	gene_id "SM"; transcript_id "SM_lytic"; # exon1
V01555.2	genbank	exon	82742	84121	.	-	.	gene_id "SM"; transcript_id "SM_lytic"; # exon2
V01555.2	genbank	3UTR	82742	82742	.	-	.	gene_id "SM"; transcript_id "SM_lytic"; # predicted polyA at (82747)
V01555.2	genbank	stop_codon	82743	82745	.	-	2	gene_id "SM"; transcript_id "SM_lytic";
V01555.2	genbank	CDS	82746	84121	.	-	1	gene_id "SM"; transcript_id "SM_lytic";
V01555.2	genbank	intron	84122	84227	.	-	.	gene_id "SM"; transcript_id "SM_lytic";
V01555.2	genbank	CDS	84228	84288	.	-	2	gene_id "SM"; transcript_id "SM_lytic";
V01555.2	genbank	start_codon	84286	84288	.	-	2	gene_id "SM"; transcript_id "SM_lytic";
V01555.2	genbank	5UTR	84289	84326	.	-	.	gene_id "SM"; transcript_id "SM_lytic"; # known TSS
V01555.2	genbank	exon	106125	106181	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # exon1
V01555.2	genbank	exon	102655	105185	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # exon2
V01555.2	genbank	exon	102424	102530	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # exon3 (BZLF1 exon2)
V01555.2	genbank	exon	102151	102339	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # exon4 (BZLF1 exon3)
V01555.2	genbank	3UTR	102151	102339	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # predicted polyA at (102156)
V01555.2	genbank	intron	102340	102423	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	3UTR	102424	102530	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	intron	102531	102654	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	3UTR	102655	103365	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	stop_codon	103366	103368	.	-	2	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	CDS	103369	105183	.	-	2	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	start_codon	105181	105183	.	-	2	gene_id "BRLF1"; transcript_id "BRLF1_lytic";
V01555.2	genbank	5UTR	105184	105185	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; 
V01555.2	genbank	intron	105186	106124	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; 
V01555.2	genbank	5UTR	106125	106181	.	-	.	gene_id "BRLF1"; transcript_id "BRLF1_lytic"; # known TSS at (106181)
V01555.2	genbank	exon	106125	106181	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # BRLF1 exon1
V01555.2	genbank	exon	104926	105185	.	-	.	gene_id "BRLF1"; transcript_id "RZ_lytic"; # BRLF1 exon2A
